candidate,age_band,age_sort,rows,actual_dead_rate,predicted_dead_rate,weighted_f1,dead_class_f1,accuracy,dead_precision,dead_recall,true_positive,false_positive,true_negative,false_negative,false_positive_rate,false_negative_rate,error_rate,mean_probability,roc_auc,brier_score
pseudo90_nn20_stress_screen,70-74 years,70,4233,0.8091188282541932,0.8204583038034491,0.8709221590664793,0.921716439547695,0.8724309000708718,0.9153469622804492,0.9281751824817518,3179,294,514,246,0.36386138613861385,0.07182481751824818,0.12756909992912827,0.8146637299342687,0.8961310255113102,0.09007370403541431
pseudo90_nn20_stress_screen,75-79 years,75,4027,0.8348646635212317,0.8519990067047429,0.8799258337257824,0.9303694980126601,0.8825428358579588,0.9210142815505683,0.9399167162403331,3160,271,394,202,0.4075187969924812,0.060083283759666865,0.11745716414204121,0.8418489437531647,0.9006311137749191,0.0826550851047795
pseudo90_nn20_stress_screen,80-84 years,80,2943,0.8827726809378186,0.9001019367991845,0.9039865416073156,0.9479702687249857,0.9072375127420998,0.9388448471121178,0.9572748267898383,2487,162,183,111,0.46956521739130436,0.042725173210161664,0.09276248725790011,0.8872718479340347,0.9124331983353974,0.0643649301936247
pseudo90_nn20_stress_screen,85-89 years,85,1823,0.9325287986834887,0.9550191991223258,0.9393865686329367,0.970648067422261,0.9445968184311574,0.9592188397472717,0.9823529411764705,1670,71,52,30,0.5772357723577236,0.01764705882352941,0.055403181568842566,0.9363586289328308,0.917063605930177,0.04185758828408019
pseudo90_nn20_stress_screen,90+ years,90,957,0.96760710553814,0.9832810867293625,0.9649831112639806,0.984467059453669,0.9696969696969697,0.9766206163655685,0.9924406047516199,919,22,9,7,0.7096774193548387,0.00755939524838013,0.030303030303030304,0.9675466997453812,0.9159060823521215,0.024280265234620887
submission6_nested_equivalent,01-04 years,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,3,0,0.0,,0.0,0.19482806663182806,,0.04659480358397028
submission6_nested_equivalent,05-09 years,5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,,0.0,0.4102819509832398,,0.1683312793026136
submission6_nested_equivalent,10-14 years,10,2,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0,0,1,1,0.0,1.0,0.5,0.11249376538087587,1.0,0.34269644415032924
submission6_nested_equivalent,15-19 years,15,3,1.0,0.6666666666666666,0.8000000000000002,0.8,0.6666666666666666,1.0,0.6666666666666666,2,0,0,1,,0.3333333333333333,0.3333333333333333,0.5987950675046625,,0.2018846277084286
submission6_nested_equivalent,20-24 years,20,10,0.4,0.6,0.6,0.6,0.6,0.5,0.75,3,3,3,1,0.5,0.25,0.4,0.48981056245411825,0.7916666666666667,0.23449010585884206
submission6_nested_equivalent,25-29 years,25,17,0.5882352941176471,0.5294117647058824,0.8247678018575851,0.8421052631578947,0.8235294117647058,0.8888888888888888,0.8,8,1,6,2,0.14285714285714285,0.2,0.17647058823529413,0.5140048884703646,0.9,0.12558020652627364
submission6_nested_equivalent,30-34 years,30,27,0.5185185185185185,0.5555555555555556,0.8885823754789273,0.896551724137931,0.8888888888888888,0.8666666666666667,0.9285714285714286,13,2,11,1,0.15384615384615385,0.07142857142857142,0.1111111111111111,0.5505803513494623,0.945054945054945,0.09015417920071721
submission6_nested_equivalent,35-39 years,35,69,0.6376811594202898,0.6956521739130435,0.7038437303087587,0.782608695652174,0.7101449275362319,0.75,0.8181818181818182,36,12,13,8,0.48,0.18181818181818182,0.2898550724637681,0.677765130391952,0.7918181818181818,0.17507612229513125
submission6_nested_equivalent,40-44 years,40,158,0.6962025316455697,0.7088607594936709,0.8471695503745059,0.8918918918918919,0.8481012658227848,0.8839285714285714,0.9,99,13,35,11,0.2708333333333333,0.1,0.1518987341772152,0.6993550287830759,0.9280303030303031,0.09801229674304149
submission6_nested_equivalent,45-49 years,45,341,0.7302052785923754,0.7536656891495601,0.8511991005297139,0.9011857707509882,0.8533724340175953,0.8871595330739299,0.9156626506024096,228,29,63,21,0.31521739130434784,0.08433734939759036,0.1466275659824047,0.734644418648574,0.9071939933647633,0.10289943372535376
