seed,metric_schema_version,candidate,metric,raw_value,calibrated_value,calibrated_minus_raw,improved
20260839,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.002602316874765655,-0.00776139848079049,True
20260839,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.0029947466721635956,-0.012566927639933513,True
20260839,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.005861768915240484,-0.03672788892538892,True
20260839,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8699588212782243,-0.0004244163796401912,False
20260839,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9237810945273632,-0.00024875621890541044,False
20260839,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.08359199728442902,2.6985524970588037e-05,False
20260839,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.2737871845548536,0.00011891290495941176,False
20260839,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.9013212654539726,-0.00017260217339964967,False
20260839,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.004391904691523355,0.001010652657312747,False
20260839,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.004995819880911672,0.000835726479658223,False
20260839,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.010419779690408443,0.00030903239533872084,False
20260839,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8781076157673172,-0.00033953310371226397,False
20260839,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9285572139303483,-0.00019900497512437276,False
20260840,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.08863933311217757,-6.475756145152278e-05,True
20260840,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.29353432471094615,0.0027342456820543815,False
20260840,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8854722259134578,-0.0016735631250491823,False
20260840,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.0037836400402329997,-0.006580075315323145,True
20260840,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.004692154741214099,-0.010869519570883009,True
20260840,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.011183544023336656,-0.03140611381729275,True
20260840,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8699588212782243,-0.0004244163796401912,False
20260840,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9237810945273632,-0.00024875621890541044,False
20260840,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.0835876443608144,2.263260135595968e-05,False
20260840,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.27376474849158255,9.647684168834214e-05,False
20260840,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.901357402649815,-0.00013646497755726017,False
20260840,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.00447527981856094,0.0010940277843503317,False
20260840,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.005083912175988827,0.0009238187747353781,False
20260840,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.009925963914390823,-0.000184783380678899,True
20260840,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8778529659395331,-0.0005941829314963787,False
20260840,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.928407960199005,-0.00034825870646770785,False
20260841,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.08863480998832059,-6.928068530850928e-05,True
20260841,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.2945951214264811,0.003795042397589321,False
20260841,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8856337912926215,-0.0015119977458853961,False
20260841,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.002614646487685579,-0.007749068867870565,True
20260841,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.003634356415303197,-0.011927317896793911,True
20260841,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.008865849771541923,-0.03372380806908748,True
20260841,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8701285878300805,-0.0002546498277840037,False
20260841,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9238805970149254,-0.00014925373134322406,False
20260841,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.0835860727156004,2.1060956141960574e-05,False
20260841,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.27376434923997844,9.607759008423145e-05,False
20260841,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.901339167946295,-0.00015469968107728604,False
20260841,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.004067095393828313,0.0006858433596177043,False
20260841,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.00485501445020166,0.0006949210489482112,False
20260841,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.010520042950163733,0.0004092956550940108,False
20260841,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8777680826636052,-0.0006790662074243059,False
20260841,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9283582089552239,-0.0003980099502487455,False
